,region,country,latidude,longitude,pytzname,timezone,dst,std,dst
MandalayMM,Mandalay,MM,19.745000839233398,96.129722595214844,Asia/Rangoon,6.5,0.0,MMT,MMT
MandauePH,Mandaue,PH,10.323610305786133,123.92221832275392,Asia/Manila,8.0,0.0,PHT,PHT
MangghystauKZ,Mangghystau,KZ,43.596389770507812,51.255001068115213,Asia/Aqtau,5.0,0.0,AQTT,AQTT
Mangilao MunicipalityGU,Mangilao Municipality,GU,13.447609901428224,144.80108642578125,Pacific/Guam,10.0,0.0,ChST,ChST
ManicalandZW,Manicaland,ZW,-18.970699310302734,32.670860290527344,Africa/Harare,2.0,0.0,CAT,CAT
ManipurIN,Manipur,IN,24.666669845581051,94.066673278808594,Asia/Kolkata,5.5,0.0,IST,IST
ManisaTR,Manisa,TR,38.495330810546882,27.699699401855469,Europe/Istanbul,2.0,1.0,EET,EEST
ManitobaCA,Manitoba,CA,50.275810241699219,-97.483772277832045,America/Winnipeg,-6.0,1.0,CST,CDT
ManoubaTN,Manouba,TN,36.808029174804688,10.097200393676758,Africa/Tunis,1.0,0.0,CET,CET
ManziniSZ,Manzini,SZ,-26.628200531005856,31.420209884643555,Africa/Mbabane,2.0,0.0,SAST,SAST
MaputoMZ,Maputo,MZ,-25.96221923828125,32.458889007568359,Africa/Maputo,2.0,0.0,CAT,CAT
MaraTZ,Mara,TZ,-1.5,33.799999237060554,Africa/Dar_es_Salaam,3.0,0.0,EAT,EAT
MaradiNE,Maradi,NE,13.5,7.1017398834228525,Africa/Niamey,1.0,0.0,WAT,WAT
MaramuresRO,Maramures,RO,47.716670989990241,24.433330535888672,Europe/Bucharest,2.0,1.0,EET,EEST
MaranhaoBR,Maranhao,BR,-4.0666699409484863,-45.166671752929688,America/Fortaleza,-3.0,0.0,BRT,BRT
MarawiPH,Marawi,PH,7.9986100196838388,124.29277801513672,Asia/Manila,8.0,0.0,PHT,PHT
MarcheIT,Marche,IT,42.929241180419922,13.087380409240724,Europe/Rome,1.0,1.0,CET,CEST
MardinTR,Mardin,TR,37.340499877929688,40.825580596923828,Europe/Istanbul,2.0,1.0,EET,EEST
MariborSI,Maribor,SI,46.547218322753906,15.595560073852539,Europe/Ljubljana,1.0,1.0,CET,CEST
MariehamnAX,Mariehamn,AX,60.097259521484382,19.934810638427734,Europe/Mariehamn,2.0,1.0,EET,EEST
Marijampoles ApskritisLT,Marijampoles Apskritis,LT,54.651668548583977,23.032220840454105,Europe/Vilnius,2.0,1.0,EET,EEST
MarinduquePH,Marinduque,PH,13.47443962097168,121.86138916015624,Asia/Manila,8.0,0.0,PHT,PHT
MaritimeTG,Maritime,TG,6.1374797821044922,1.2122700214385986,Africa/Lome,0.0,0.0,GMT,GMT
Mariy-ElRU,Mariy-El,RU,56.638771057128899,47.890781402587891,Europe/Moscow,3.0,0.0,MSK,MSK
MarkaziIR,Markazi,IR,34.692001342773445,50.01300048828125,Asia/Tehran,3.5,1.0,IRST,IRDT
MarlboroughNZ,Marlborough,NZ,-41.28826904296875,174.01017761230469,Pacific/Auckland,13.0,-1.0,NZDT,NZST
Marrakech-Tensift-Al HaouzMA,Marrakech-Tensift-Al Haouz,MA,31.2221794128418,-9.0794296264648455,Africa/Casablanca,0.0,1.0,WET,WEST
Marsh HarbourBS,Marsh Harbour,BS,26.541240692138672,-77.0635986328125,America/Nassau,-5.0,1.0,EST,EDT
MartiniqueMQ,Martinique,MQ,14.467329978942873,-60.927078247070312,America/Martinique,-4.0,0.0,AST,AST
MarylandUS,Maryland,US,38.880908966064453,-75.831825256347656,America/New_York,-5.0,1.0,EST,EDT
MasakaUG,Masaka,UG,-0.33379000425338745,31.734090805053711,Africa/Kampala,3.0,0.0,EAT,EAT
MasalliAZ,Masalli,AZ,39.035320281982415,48.665401458740241,Asia/Baku,4.0,1.0,AZT,AZST
MasayaNI,Masaya,NI,12.022629737854006,-86.204933166503906,America/Managua,-6.0,0.0,CST,CST
MasbatePH,Masbate,PH,12.366669654846193,123.61666870117188,Asia/Manila,8.0,0.0,PHT,PHT
MascaraDZ,Mascara,DZ,35.5283203125,-0.19369000196456906,Africa/Algiers,1.0,0.0,CET,CET
MaseruLS,Maseru,LS,-29.316669464111328,27.483329772949215,Africa/Maseru,2.0,0.0,SAST,SAST
Mashonaland WestZW,Mashonaland West,ZW,-17.366670608520508,30.20000076293945,Africa/Harare,2.0,0.0,CAT,CAT
MasqatOM,Masqat,OM,23.61333084106445,58.593330383300781,Asia/Muscat,4.0,0.0,GST,GST
MassachusettsUS,Massachusetts,US,41.705669403076172,-70.228630065917969,America/New_York,-5.0,1.0,EST,EDT
MasvingoZW,Masvingo,ZW,-20.326740264892575,30.06648063659668,Africa/Harare,2.0,0.0,CAT,CAT
Matabeleland NorthZW,Matabeleland North,ZW,-17.923530578613281,25.842990875244141,Africa/Harare,2.0,0.0,CAT,CAT
MatagalpaNI,Matagalpa,NI,12.925589561462402,-85.917472839355469,America/Managua,-6.0,0.0,CST,CST
MatamSN,Matam,SN,15.617500305175779,-13.330280303955078,Africa/Dakar,0.0,0.0,GMT,GMT
MatanzasCU,Matanzas,CU,23.153610229492191,-81.251388549804673,America/Havana,-5.0,1.0,CST,CDT
Mato Grosso do SulBR,Mato Grosso do Sul,BR,-20.751110076904297,-51.678329467773438,America/Campo_Grande,-3.0,-1.0,AMT,AMST
Mato GrossoBR,Mato Grosso,BR,-15.646670341491699,-56.132499694824219,America/Cuiaba,-3.0,-1.0,AMT,AMST
MatruhEG,Matruh,EG,31.3525390625,27.245279312133789,Africa/Cairo,2.0,0.0,EET,EET
MauleCL,Maule,CL,-34.866668701171875,-71.183326721191406,America/Santiago,-3.0,1.0,CLT,CLST
MaunaboPR,Maunabo,PR,18.007469177246094,-65.93682861328125,America/Puerto_Rico,-4.0,0.0,AST,AST
MaurenLI,Mauren,LI,47.218048095703132,9.5441999435424805,Europe/Vaduz,1.0,1.0,CET,CEST
MauritiusMU,Mauritius,MU,-20.282779693603519,57.654441833496101,Indian/Mauritius,4.0,0.0,MUT,MUT
MayaguezPR,Mayaguez,PR,18.201070785522461,-67.139617919921889,America/Puerto_Rico,-4.0,0.0,AST,AST
MayaroTT,Mayaro,TT,10.300000190734863,-61.183330535888672,America/Port_of_Spain,-4.0,0.0,AST,AST
MayoIE,Mayo,IE,53.799999237060547,-9.5166702270507812,Europe/Dublin,0.0,1.0,GMT,IST
MaysanIQ,Maysan,IQ,32.122871398925781,46.749279022216797,Asia/Baghdad,3.0,0.0,AST,AST
MazandaranIR,Mazandaran,IR,36.816261291503906,50.873760223388672,Asia/Tehran,3.5,1.0,IRST,IRDT
MazowieckiePL,Mazowieckie,PL,52.048801422119141,20.445989608764648,Europe/Warsaw,1.0,1.0,CET,CEST
MbaleUG,Mbale,UG,1.0820900201797483,34.175029754638672,Africa/Kampala,3.0,0.0,EAT,EAT
MbararaUG,Mbarara,UG,-0.60799998044967651,30.649999618530273,Africa/Kampala,3.0,0.0,EAT,EAT
MbeyaTZ,Mbeya,TZ,-8.8999996185302734,33.450000762939446,Africa/Dar_es_Salaam,3.0,0.0,EAT,EAT
MeathIE,Meath,IE,53.555000305175781,-6.7916698455810556,Europe/Dublin,0.0,1.0,GMT,IST
MechiNP,Mechi,NP,26.909429550170895,87.928237915039062,Asia/Kathmandu,5.75,0.0,NPT,NPT
Mecklenburg-VorpommernDE,Mecklenburg-Vorpommern,DE,53.507408142089844,11.049679756164553,Europe/Berlin,1.0,1.0,CET,CEST
MedeaDZ,Medea,DZ,36.264171600341797,2.7539300918579106,Africa/Algiers,1.0,0.0,CET,CET
MedimurskaHR,Medimurska,HR,46.478061676025391,16.457780838012695,Europe/Zagreb,1.0,1.0,CET,CEST
MedvodeSI,Medvode,SI,46.133331298828132,14.433329582214355,Europe/Ljubljana,1.0,1.0,CET,CEST
MeghalayaIN,Meghalaya,IN,25.519830703735352,90.220069885253906,Asia/Kolkata,5.5,0.0,IST,IST
MehedintiRO,Mehedinti,RO,44.616668701171882,23.20000076293945,Europe/Bucharest,2.0,1.0,EET,EEST
Meknes-TafilaletMA,Meknes-Tafilalet,MA,32.685199737548828,-4.7451200485229492,Africa/Casablanca,0.0,1.0,WET,WEST
MelakaMY,Melaka,MY,2.2056920528411865,102.25613403320312,Asia/Kuala_Lumpur,8.0,0.0,MYT,MYT
MelekeokPW,Melekeok,PW,7.5004301071166992,134.62355041503906,Pacific/Palau,9.0,0.0,PWT,PWT
MelillaES,Melilla,ES,35.293689727783203,-2.9383299350738525,Africa/Ceuta,1.0,1.0,CET,CEST
MendozaAR,Mendoza,AR,-34.617721557617195,-68.330070495605455,America/Argentina/Mendoza,-3.0,0.0,ART,ART
MengesSI,Menges,SI,46.166938781738281,14.574999809265135,Europe/Ljubljana,1.0,1.0,CET,CEST
MeridaVE,Merida,VE,8.4166698455810547,-71.133331298828125,America/Caracas,-4.5,0.0,VET,VET
MersinTR,Mersin,TR,36.918758392333984,34.878398895263672,Europe/Istanbul,2.0,1.0,EET,EEST
MessiniaGR,Messinia,GR,36.913440704345696,21.696390151977536,Europe/Athens,2.0,1.0,EET,EEST
MetaCO,Meta,CO,3.1242799758911133,-73.751556396484375,America/Bogota,-5.0,0.0,COT,COT
MetlikaSI,Metlika,SI,45.647220611572259,15.314169883728027,Europe/Ljubljana,1.0,1.0,CET,CEST
Metro ManilaPH,Metro Manila,PH,14.662699699401855,121.03279876708984,Asia/Manila,8.0,0.0,PHT,PHT
MexicoMX,Mexico,MX,19.797779083251953,-99.101669311523452,America/Mexico_City,-6.0,1.0,CST,CDT
MezicaSI,Mezica,SI,46.521389007568359,14.854439735412598,Europe/Ljubljana,1.0,1.0,CET,CEST
MichiganUS,Michigan,US,42.812519073486328,-86.018646240234375,America/Detroit,-5.0,1.0,EST,EDT
Michoacan de OcampoMX,Michoacan de Ocampo,MX,19.866670608520508,-100.81667327880859,America/Mexico_City,-6.0,1.0,CST,CDT
Midi-PyreneesFR,Midi-Pyrenees,FR,44.556781768798828,2.2164900302886963,Europe/Paris,1.0,1.0,CET,CEST
MidlandsZW,Midlands,ZW,-19.670160293579105,30.005889892578125,Africa/Harare,2.0,0.0,CAT,CAT
MidtjyllandDK,Midtjylland,DK,56.132179260253906,9.5558204650878888,Europe/Copenhagen,1.0,1.0,CET,CEST
MieJP,Mie,JP,34.966670989990234,136.61666870117188,Asia/Tokyo,9.0,0.0,JST,JST
Miklavz na Dravskem PoljuSI,Miklavz na Dravskem Polju,SI,46.505828857421882,15.697219848632812,Europe/Ljubljana,1.0,1.0,CET,CEST
MilaDZ,Mila,DZ,36.457740783691406,6.0426697731018084,Africa/Algiers,1.0,0.0,CET,CET
Minas GeraisBR,Minas Gerais,BR,-21.010280609130856,-42.840560913085938,America/Sao_Paulo,-2.0,-1.0,BRT,BRST
Mindoro OccidentalPH,Mindoro Occidental,PH,13.841659545898438,120.08872222900392,Asia/Manila,8.0,0.0,PHT,PHT
Mindoro OrientalPH,Mindoro Oriental,PH,13.177220344543455,121.27806091308594,Asia/Manila,8.0,0.0,PHT,PHT
MingacevirAZ,Mingacevir,AZ,40.763950347900391,47.059528350830078,Asia/Baku,4.0,1.0,AZT,AZST
MinnesotaUS,Minnesota,US,44.29412841796875,-92.669082641601562,America/Chicago,-6.0,1.0,CST,CDT
Minskaya Voblasts'BY,Minskaya Voblasts',BY,54.096580505371094,28.334100723266602,Europe/Minsk,3.0,0.0,MSK,MSK
MirandaVE,Miranda,VE,10.234089851379396,-66.663078308105455,America/Caracas,-4.5,0.0,VET,VET
MiravciMK,Miravci,MK,41.307781219482415,22.434999465942386,Europe/Skopje,1.0,1.0,CET,CEST
Miren-KostanjevicaSI,Miren-Kostanjevica,SI,45.895561218261719,13.607500076293945,Europe/Ljubljana,1.0,1.0,CET,CEST
Misamis OccidentalPH,Misamis Occidental,PH,8.2472000122070312,123.84239959716795,Asia/Manila,8.0,0.0,PHT,PHT
Misamis OrientalPH,Misamis Oriental,PH,8.5388898849487305,124.75694274902344,Asia/Manila,8.0,0.0,PHT,PHT
MisionesAR,Misiones,AR,-28.006410598754893,-55.604709625244141,America/Argentina/Cordoba,-3.0,0.0,ART,ART
MisionesPY,Misiones,PY,-26.866670608520511,-56.849998474121094,America/Asuncion,-3.0,-1.0,PYT,PYST
MislinjaSI,Mislinja,SI,46.441108703613281,15.195560455322266,Europe/Ljubljana,1.0,1.0,CET,CEST
MisratahLY,Misratah,LY,32.375350952148445,15.09253978729248,Africa/Tripoli,2.0,0.0,EET,EET
MississippiUS,Mississippi,US,32.855129241943359,-90.405647277832045,America/Chicago,-6.0,1.0,CST,CDT
MissouriUS,Missouri,US,36.687061309814453,-92.304931640625,America/Chicago,-6.0,1.0,CST,CDT
MiyagiJP,Miyagi,JP,38.416999816894531,141.19999694824219,Asia/Tokyo,9.0,0.0,JST,JST
MiyazakiJP,Miyazaki,JP,32.099998474121087,131.39999389648438,Asia/Tokyo,9.0,0.0,JST,JST
MizoramIN,Mizoram,IN,23.29999923706055,92.833328247070312,Asia/Kolkata,5.5,0.0,IST,IST
MocaPR,Moca,PR,18.394670486450195,-67.113243103027344,America/Puerto_Rico,-4.0,0.0,AST,AST
MokaMU,Moka,MU,-20.217500686645508,57.520828247070312,Indian/Mauritius,4.0,0.0,MUT,MUT
MoliseIT,Molise,IT,41.492919921875,14.59072971343994,Europe/Rome,1.0,1.0,CET,CEST
MonacoMC,Monaco,MC,43.733329772949219,7.4166698455810547,Europe/Monaco,1.0,1.0,CET,CEST
MonagasVE,Monagas,VE,9.75,-63.176670074462891,America/Caracas,-4.5,0.0,VET,VET
MonaghanIE,Monaghan,IE,54.25,-6.966670036315918,Europe/Dublin,0.0,1.0,GMT,IST
MongarBT,Mongar,BT,27.25,91.199996948242202,Asia/Thimphu,6.0,0.0,BTT,BTT
Monsenor NouelDO,Monsenor Nouel,DO,18.844310760498047,-70.316879272460938,America/Santo_Domingo,-4.0,0.0,AST,AST
Mont-LibanLB,Mont-Liban,LB,33.890560150146484,35.566390991210938,Asia/Beirut,2.0,1.0,EET,EEST
MontanaBG,Montana,BG,43.195278167724609,23.28610992431641,Europe/Sofia,2.0,1.0,EET,EEST
MontanaUS,Montana,US,45.960830688476562,-108.16361236572266,America/Denver,-7.0,1.0,MST,MDT
Monte PlataDO,Monte Plata,DO,18.756389617919922,-69.636161804199219,America/Santo_Domingo,-4.0,0.0,AST,AST
MontevideoUY,Montevideo,UY,-34.801670074462891,-56.334171295166023,America/Montevideo,-2.0,-1.0,UYT,UYST
MontserradoLR,Montserrado,LR,6.3005399703979492,-10.796899795532227,Africa/Monrovia,0.0,0.0,GMT,GMT
MoptiML,Mopti,ML,14.493020057678224,-4.1942000389099121,Africa/Bamako,0.0,0.0,GMT,GMT
MoqueguaPE,Moquegua,PE,-17.195560455322266,-70.935279846191406,America/Lima,-5.0,0.0,PET,PET
Moravskoslezsky krajCZ,Moravskoslezsky kraj,CZ,50.03413009643554,17.592960357666016,Europe/Prague,1.0,1.0,CET,CEST
MorazanSV,Morazan,SV,13.616669654846193,-88.016670227050781,America/El_Salvador,-6.0,0.0,CST,CST
MordoviaRU,Mordovia,RU,54.079719543457031,43.247318267822266,Europe/Moscow,3.0,0.0,MSK,MSK
More og RomsdalNO,More og Romsdal,NO,62.147621154785156,6.074079990386962,Europe/Oslo,1.0,1.0,CET,CEST
MorelosMX,Morelos,MX,18.649999618530273,-99.199996948242202,America/Mexico_City,-6.0,1.0,CST,CDT
MorobePG,Morobe,PG,-6.7220802307128924,146.98469543457031,Pacific/Port_Moresby,10.0,0.0,PGT,PGT
MorogoroTZ,Morogoro,TZ,-6.8166699409484863,37.666671752929688,Africa/Dar_es_Salaam,3.0,0.0,EAT,EAT
Morona-SantiagoEC,Morona-Santiago,EC,-2.466670036315918,-78.166671752929702,America/Guayaquil,-5.0,0.0,ECT,ECT
MorovisPR,Morovis,PR,18.325780868530273,-66.406562805175781,America/Puerto_Rico,-4.0,0.0,AST,AST
Moscow CityRU,Moscow City,RU,55.982498168945312,37.181388854980469,Europe/Moscow,3.0,0.0,MSK,MSK
MoskvaRU,Moskva,RU,55.734020233154297,36.859180450439453,Europe/Moscow,3.0,0.0,MSK,MSK
MostaganemDZ,Mostaganem,DZ,35.931148529052727,0.089180000126361833,Africa/Algiers,1.0,0.0,CET,CET
MountainPH,Mountain,PH,17.10923957824707,121.27613830566406,Asia/Manila,8.0,0.0,PHT,PHT
MozirjeSI,Mozirje,SI,46.339439392089844,14.963330268859865,Europe/Ljubljana,1.0,1.0,CET,CEST
MpumalangaZA,Mpumalanga,ZA,-26.533330917358398,29.066669464111328,Africa/Johannesburg,2.0,0.0,SAST,SAST
Mtskheta-MtianetiGE,Mtskheta-Mtianeti,GE,41.824581146240241,44.753608703613281,Asia/Tbilisi,4.0,0.0,GET,GET
MtwaraTZ,Mtwara,TZ,-10.266670227050779,40.183330535888672,Africa/Dar_es_Salaam,3.0,0.0,EAT,EAT
Mubarak al KabirKW,Mubarak al Kabir,KW,29.257219314575195,48.057220458984382,Asia/Kuwait,3.0,0.0,AST,AST
MuglaTR,Mugla,TR,37.340259552001953,28.142789840698239,Europe/Istanbul,2.0,1.0,EET,EEST
Muhafazat al UqsurEG,Muhafazat al Uqsur,EG,25.698930740356445,32.642101287841804,Africa/Cairo,2.0,0.0,EET,EET
MukdahanTH,Mukdahan,TH,16.7222900390625,104.74136352539062,Asia/Bangkok,7.0,0.0,ICT,ICT
Municipio de JuncosPR,Municipio de Juncos,PR,18.227460861206048,-65.920997619628892,America/Puerto_Rico,-4.0,0.0,AST,AST
MurciaES,Murcia,ES,38.613651275634773,-1.1146800518035889,Europe/Madrid,1.0,1.0,CET,CEST
MuresRO,Mures,RO,46.542449951171882,24.557470321655273,Europe/Bucharest,2.0,1.0,EET,EEST
MurmanskRU,Murmansk,RU,69.415412902832031,30.81355094909668,Europe/Moscow,3.0,0.0,MSK,MSK
Murska SobotaSI,Murska Sobota,SI,46.651668548583977,16.204170227050778,Europe/Ljubljana,1.0,1.0,CET,CEST
MurzuqLY,Murzuq,LY,25.915519714355469,13.918390274047852,Africa/Tripoli,2.0,0.0,EET,EET
MusTR,Mus,TR,39.173210144042969,41.455928802490241,Europe/Istanbul,2.0,1.0,EET,EEST
MusandamOM,Musandam,OM,26.179929733276371,56.24774169921875,Asia/Muscat,4.0,0.0,GST,GST
MutaSI,Muta,SI,46.61138916015625,15.166110038757324,Europe/Ljubljana,1.0,1.0,CET,CEST
MwanzaTZ,Mwanza,TZ,-2.5166699886322017,32.900001525878906,Africa/Dar_es_Salaam,3.0,0.0,EAT,EAT
MwaroBI,Mwaro,BI,-3.5271999835968018,29.703399658203125,Africa/Bujumbura,2.0,0.0,CAT,CAT
Mykolayivs'ka Oblast'UA,Mykolayivs'ka Oblast',UA,47.817768096923828,31.18263053894043,Europe/Kiev,2.0,1.0,EET,EEST
MzimbaMW,Mzimba,MW,-11.465559959411619,34.020709991455078,Africa/Blantyre,2.0,0.0,CAT,CAT
NANA,NA,NA,-22.559410095214844,17.083229064941403,Africa/Windhoek,2.0,-1.0,WAT,WAST
NCNC,NC,NC,-22.276309967041016,166.45719909667969,Pacific/Noumea,11.0,0.0,NCT,NCT
NGNG,NG,NG,6.4530601501464844,3.3958299160003662,Africa/Lagos,1.0,0.0,WAT,WAT
NINI,NI,NI,12.132820129394533,-86.250396728515625,America/Managua,-6.0,0.0,CST,CST
NLNL,NL,NL,52.374031066894531,4.8896899223327637,Europe/Amsterdam,1.0,1.0,CET,CEST
NONO,NO,NO,59.912731170654297,10.746089935302734,Europe/Oslo,1.0,1.0,CET,CEST
NPNP,NP,NP,27.701690673828125,85.320602416992188,Asia/Kathmandu,5.75,0.0,NPT,NPT
NZNZ,NZ,NZ,-36.866668701171882,174.76666259765625,Pacific/Auckland,13.0,-1.0,NZDT,NZST
NaamaDZ,Naama,DZ,33.266670227050781,-0.3166700005531311,Africa/Algiers,1.0,0.0,CET,CET
NabatiyeLB,Nabatiye,LB,33.378890991210945,35.483890533447266,Asia/Beirut,2.0,1.0,EET,EEST
NabeulTN,Nabeul,TN,36.643749237060547,10.57427978515625,Africa/Tunis,1.0,0.0,CET,CET
NaftalanAZ,Naftalan,AZ,40.506671905517578,46.825000762939453,Asia/Baku,4.0,1.0,AZT,AZST
NagalandIN,Nagaland,IN,25.966669082641602,94.516670227050781,Asia/Kolkata,5.5,0.0,IST,IST
NaganoJP,Nagano,JP,36.75,138.41700744628906,Asia/Tokyo,9.0,0.0,JST,JST
NagasakiJP,Nagasaki,JP,32.866668701171875,129.01666259765622,Asia/Tokyo,9.0,0.0,JST,JST
NaguaboPR,Naguabo,PR,18.211620330810547,-65.734878540039062,America/Puerto_Rico,-4.0,0.0,AST,AST
Nairobi AreaKE,Nairobi Area,KE,-1.283329963684082,36.816669464111328,Africa/Nairobi,3.0,0.0,EAT,EAT
NajranSA,Najran,SA,17.492399215698242,44.127658843994148,Asia/Riyadh,3.0,0.0,AST,AST
Nakhon NayokTH,Nakhon Nayok,TH,14.163080215454102,101.26885986328124,Asia/Bangkok,7.0,0.0,ICT,ICT
Nakhon PathomTH,Nakhon Pathom,TH,13.726980209350586,100.21526336669922,Asia/Bangkok,7.0,0.0,ICT,ICT
Nakhon PhanomTH,Nakhon Phanom,TH,16.936359405517578,104.71038818359376,Asia/Bangkok,7.0,0.0,ICT,ICT
Nakhon RatchasimaTH,Nakhon Ratchasima,TH,14.899200439453125,101.82074737548828,Asia/Bangkok,7.0,0.0,ICT,ICT
Nakhon SawanTH,Nakhon Sawan,TH,15.64218044281006,100.4783935546875,Asia/Bangkok,7.0,0.0,ICT,ICT
Nakhon Si ThammaratTH,Nakhon Si Thammarat,TH,8.3011903762817365,99.366096496582045,Asia/Bangkok,7.0,0.0,ICT,ICT
Nam DinhVN,Nam Dinh,VN,20.416669845581048,106.16667175292969,Asia/Ho_Chi_Minh,7.0,0.0,ICT,ICT
Nam HaVN,Nam Ha,VN,9.6033296585083008,105.98000335693359,Asia/Ho_Chi_Minh,7.0,0.0,ICT,ICT
NamanganUZ,Namangan,UZ,41.003341674804688,71.51055908203125,Asia/Tashkent,5.0,0.0,UZT,UZT
NampulaMZ,Nampula,MZ,-15.116459846496582,39.2666015625,Africa/Maputo,2.0,0.0,CAT,CAT
NamurBE,Namur,BE,50.327899932861328,4.8805899620056152,Europe/Brussels,1.0,1.0,CET,CEST
NanTH,Nan,TH,18.598560333251953,100.74102783203124,Asia/Bangkok,7.0,0.0,ICT,ICT
NangarharAF,Nangarhar,AF,34.426471710205078,70.451530456542969,Asia/Kabul,4.5,0.0,AFT,AFT
NapoEC,Napo,EC,-0.98333001136779796,-77.816673278808594,America/Guayaquil,-5.0,0.0,ECT,ECT
NaraJP,Nara,JP,34.396110534667969,135.85768127441406,Asia/Tokyo,9.0,0.0,JST,JST
NaranjitoPR,Naranjito,PR,18.300790786743164,-66.244888305664062,America/Puerto_Rico,-4.0,0.0,AST,AST
NarathiwatTH,Narathiwat,TH,6.4029598236083975,101.70626068115234,Asia/Bangkok,7.0,0.0,ICT,ICT
NarayaniNP,Narayani,NP,27.010429382324215,84.877349853515625,Asia/Kathmandu,5.75,0.0,NPT,NPT
NarinoCO,Narino,CO,1.0923399925231934,-77.620849609375,America/Bogota,-5.0,0.0,COT,COT
NarynKG,Naryn,KG,41.428661346435547,75.991111755371094,Asia/Bishkek,6.0,0.0,KGT,KGT
NassarawaNG,Nassarawa,NG,8.8486099243164062,7.8736100196838388,Africa/Lagos,1.0,0.0,WAT,WAT
National CapitalPG,National Capital,PG,-9.4431400299072248,147.17971801757812,Pacific/Port_Moresby,10.0,0.0,PGT,PGT
NavarraES,Navarra,ES,42.692470550537109,-2.2998199462890625,Europe/Madrid,1.0,1.0,CET,CEST
NawoiyUZ,Nawoiy,UZ,41.750801086425774,64.617111206054688,Asia/Samarkand,5.0,0.0,UZT,UZT
NaxcivanAZ,Naxcivan,AZ,39.208889007568359,45.412220001220703,Asia/Baku,4.0,1.0,AZT,AZST
NayaritMX,Nayarit,MX,21.733329772949215,-105.23332977294922,America/Mazatlan,-7.0,1.0,MST,MDT
NeamtRO,Neamt,RO,46.816669464111328,26.54999923706055,Europe/Bucharest,2.0,1.0,EET,EEST
NebraskaUS,Nebraska,US,41.244998931884773,-96.397247314453125,America/Chicago,-6.0,1.0,CST,CDT
NeembucuPY,Neembucu,PY,-26.868789672851559,-58.293460845947273,America/Asuncion,-3.0,-1.0,PYT,PYST
NeftcalaAZ,Neftcala,AZ,39.430118560791016,49.101661682128899,Asia/Baku,4.0,1.0,AZT,AZST
Negeri SembilanMY,Negeri Sembilan,MY,2.470099925994873,102.23020172119141,Asia/Kuala_Lumpur,8.0,0.0,MYT,MYT
Negotino-PoloskoMK,Negotino-Polosko,MK,41.878608703613281,20.883890151977536,Europe/Skopje,1.0,1.0,CET,CEST
NegotinoMK,Negotino,MK,41.483890533447273,22.089170455932614,Europe/Skopje,1.0,1.0,CET,CEST
Negros OccidentalPH,Negros Occidental,PH,10.903329849243164,123.51139068603516,Asia/Manila,8.0,0.0,PHT,PHT
Negros OrientalPH,Negros Oriental,PH,9.5152797698974609,123.15833282470705,Asia/Manila,8.0,0.0,PHT,PHT
Nei MongolCN,Nei Mongol,CN,40.899169921875,112.56027984619141,Asia/Chongqing,8.0,0.0,CST,CST
NelsonNZ,Nelson,NZ,-41.283329010009773,173.2833251953125,Pacific/Auckland,13.0,-1.0,NZDT,NZST
NenetsRU,Nenets,RU,67.671257019042969,53.086971282958977,Europe/Moscow,3.0,0.0,MSK,MSK
NeuchatelCH,Neuchatel,CH,46.940181732177727,6.6759500503540039,Europe/Zurich,1.0,1.0,CET,CEST
NeuquenAR,Neuquen,AR,-38.899158477783203,-70.054420471191392,America/Argentina/Salta,-3.0,0.0,ART,ART
NevadaUS,Nevada,US,39.002220153808594,-119.95500183105469,America/Los_Angeles,-8.0,1.0,PST,PDT
NevsehirTR,Nevsehir,TR,38.629600524902337,34.911979675292969,Europe/Istanbul,2.0,1.0,EET,EEST
New BrunswickCA,New Brunswick,CA,45.966808319091797,-66.598876953125,America/Moncton,-4.0,1.0,AST,ADT
New HampshireUS,New Hampshire,US,44.152290344238281,-72.037307739257812,America/New_York,-5.0,1.0,EST,EDT
New JerseyUS,New Jersey,US,40.307891845703132,-74.337646484375,America/New_York,-5.0,1.0,EST,EDT
New MexicoUS,New Mexico,US,35.088333129882805,-108.79055786132812,America/Denver,-7.0,1.0,MST,MDT
New ProvidenceBS,New Providence,BS,25.058229446411129,-77.343063354492188,America/Nassau,-5.0,1.0,EST,EDT
New South WalesAU,New South Wales,AU,-33.907478332519531,151.20857238769531,Australia/Sydney,11.0,-1.0,AEDT,AEST
New YorkUS,New York,US,41.523361206054688,-74.92852783203125,America/New_York,-5.0,1.0,EST,EDT
Newfoundland and LabradorCA,Newfoundland and Labrador,CA,47.561290740966797,-52.734138488769531,America/St_Johns,-3.5,1.0,NST,NDT
Nghe AnVN,Nghe An,VN,16.466669082641598,107.59999847412108,Asia/Ho_Chi_Minh,7.0,0.0,ICT,ICT
NgoziBI,Ngozi,BI,-2.9075000286102282,29.830600738525391,Africa/Bujumbura,2.0,0.0,CAT,CAT
NiameyNE,Niamey,NE,13.513660430908205,2.1098001003265381,Africa/Niamey,1.0,0.0,WAT,WAT
NickerieSR,Nickerie,SR,5.9499998092651376,-56.983329772949219,America/Paramaribo,-3.0,0.0,SRT,SRT
NicosiaCY,Nicosia,CY,35.099998474121087,33.416671752929695,Asia/Nicosia,2.0,1.0,EET,EEST
NidwaldenCH,Nidwalden,CH,46.903221130371094,8.3942298889160174,Europe/Zurich,1.0,1.0,CET,CEST
